,Row ID,Order ID,Order Date,Contact Name,Country,City,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Order Month,Order Month Name,Order Year
1469,1470,AMER-2023-139199,2023-12-10,Elizabeth Young,Brazil,São Paulo,Procter & Gamble,Consumer Products,Strategic,ContactMatcher,41.54,2,0.0,19.5238,12,December,2023
1470,1471,AMER-2023-139199,2023-12-10,Elizabeth Young,Brazil,São Paulo,Procter & Gamble,Consumer Products,Strategic,Support,12.96,2,0.0,6.2208,12,December,2023
1471,1472,EMEA-2021-161466,2021-09-24,Gavin Mitchell,France,Paris,Sony,Tech,Strategic,ChatBot Plugin,6.848,2,0.2,0.5992,9,September,2021
1472,1473,AMER-2023-164959,2023-07-12,Brandon Kerr,United States,New York City,J.P. Morgan Chase & Co.,Finance,Strategic,FinanceHub,8.67,3,0.0,4.0749,7,July,2023
1473,1474,APJ-2021-105676,2021-12-01,Amy Edmunds,Japan,Tokyo,Goldman Sachs Group,Finance,SMB,SaaS Connector Pack,6.688,4,0.6,-4.0128,12,December,2021
1474,1475,EMEA-2022-113138,2022-11-20,Alexander Wallace,United Kingdom,Manchester,Ford Motor,Manufacturing,Enterprise,ChatBot Plugin,17.28,6,0.0,5.0112,11,November,2022
1475,1476,EMEA-2022-113138,2022-11-20,Alexander Wallace,United Kingdom,Manchester,Ford Motor,Manufacturing,Enterprise,ContactMatcher,17.712,3,0.2,6.4206,11,November,2022
1476,1477,EMEA-2023-104955,2023-03-20,Edward Mathis,United Kingdom,London,Airbus,Manufacturing,Enterprise,FinanceHub,28.91,7,0.0,13.2986,3,March,2023
1477,1478,EMEA-2022-121958,2022-11-14,Faith Campbell,Sweden,Uppsala,Allstate,Finance,SMB,Support,52.136,7,0.2,5.8653,11,November,2022
1478,1479,AMER-2023-121468,2023-11-20,Jan Watson,United States,Dallas,Valero Energy,Energy,SMB,Site Analytics,31.968,4,0.2,2.3976,11,November,2023
1479,1480,AMER-2022-108455,2022-12-03,Ryan Oliver,United States,Los Angeles,CVS Health,Retail,SMB,Support,25.92,4,0.0,12.4416,12,December,2022
1480,1481,AMER-2022-108455,2022-12-03,Ryan Oliver,United States,Los Angeles,CVS Health,Retail,SMB,Support,40.46,7,0.0,19.8254,12,December,2022
1481,1482,AMER-2022-108455,2022-12-03,Ryan Oliver,United States,Los Angeles,CVS Health,Retail,SMB,Marketing Suite - Gold,33.87,3,0.0,8.8062,12,December,2022
1482,1483,EMEA-2023-101210,2023-08-26,Rose Smith,South Africa,Cape Town,Itochu,Finance,SMB,ChatBot Plugin,9.728,2,0.2,1.7024,8,August,2023
1483,1484,EMEA-2023-101210,2023-08-26,Rose Smith,South Africa,Cape Town,Itochu,Finance,SMB,Support,3.424,1,0.2,1.07,8,August,2023
1484,1485,AMER-2022-108098,2022-10-15,Christopher James,Canada,Toronto,Allstate,Finance,Strategic,Data Smasher,177.0,3,0.0,30.09,10,October,2022
1485,1486,EMEA-2020-119032,2020-11-27,Leonard Dyer,United Kingdom,London,Ford Motor,Manufacturing,SMB,Storage,3.76,2,0.0,1.316,11,November,2020
1486,1487,AMER-2021-140410,2021-11-03,Harry Buckland,United States,New York City,News Corp.,Misc,Enterprise,Site Analytics,1212.848,7,0.2,106.1242,11,November,2021
1487,1488,AMER-2021-140410,2021-11-03,Harry Buckland,United States,New York City,News Corp.,Misc,Enterprise,Data Smasher,89.97,3,0.0,37.7874,11,November,2021
1488,1489,AMER-2021-140410,2021-11-03,Harry Buckland,United States,New York City,News Corp.,Misc,Enterprise,SaaS Connector Pack,42.6,3,0.0,16.614,11,November,2021
1489,1490,EMEA-2020-136280,2020-11-29,Brian Hunter,France,Paris,Walt Disney,Communications,SMB,FinanceHub,5.04,2,0.2,1.764,11,November,2020
1490,1491,EMEA-2023-151911,2023-05-01,Richard Carr,United Kingdom,London,Petrobras,Energy,Strategic,SaaS Connector Pack - Gold,62.96,4,0.0,28.332,5,May,2023
1491,1492,EMEA-2023-166436,2023-11-25,Olivia Graham,United Kingdom,London,Phillips 66,Energy,Strategic,Support,5.88,1,0.0,2.8812,11,November,2023
1492,1493,EMEA-2023-166436,2023-11-25,Olivia Graham,United Kingdom,London,Phillips 66,Energy,Strategic,FinanceHub,977.292,6,0.1,173.7408,11,November,2023
1493,1494,AMER-2023-139661,2023-10-31,Andrew Lewis,Canada,Ottawa,PepsiCo,Consumer Products,Strategic,SaaS Connector Pack,9.64,2,0.0,3.6632,10,October,2023
1494,1495,EMEA-2020-123925,2020-12-17,Joe Hughes,Finland,Helsinki,J.P. Morgan Chase & Co.,Finance,SMB,ChatBot Plugin,40.05,3,0.0,11.214,12,December,2020
1495,1496,APJ-2023-152485,2023-09-05,Una Poole,Japan,Tokyo,Exxon Mobil,Energy,SMB,ChatBot Plugin,10.192,7,0.2,3.185,9,September,2023
1496,1497,APJ-2023-152485,2023-09-05,Una Poole,Japan,Tokyo,Exxon Mobil,Energy,SMB,Marketing Suite - Gold,16.784,1,0.2,-0.2098,9,September,2023
1497,1498,APJ-2023-152485,2023-09-05,Una Poole,Japan,Tokyo,Exxon Mobil,Energy,SMB,ChatBot Plugin,13.12,5,0.2,3.772,9,September,2023
1498,1499,AMER-2022-141586,2022-10-18,Sean Bower,United States,Los Angeles,HonHai Precision Industry,Tech,Enterprise,ContactMatcher,18.16,5,0.2,6.583,10,October,2022
1499,1500,APJ-2023-130386,2023-11-13,Rachel Cornish,Japan,Chiba,Volkswagen,Manufacturing,SMB,Support,16.056,3,0.2,5.8203,11,November,2023
1500,1501,APJ-2023-130386,2023-11-13,Rachel Cornish,Japan,Chiba,Volkswagen,Manufacturing,SMB,Support,223.056,9,0.2,69.705,11,November,2023
1501,1502,APJ-2023-130386,2023-11-13,Rachel Cornish,Japan,Chiba,Volkswagen,Manufacturing,SMB,Marketing Suite - Gold,540.048,3,0.2,-47.2542,11,November,2023
1502,1503,AMER-2022-100468,2022-11-25,Samantha Piper,United States,New York City,Fannie Mae,Finance,Enterprise,Site Analytics,33.52,2,0.2,3.352,11,November,2022
1503,1504,AMER-2022-100468,2022-11-25,Samantha Piper,United States,New York City,Fannie Mae,Finance,Enterprise,SaaS Connector Pack,9.94,2,0.0,3.0814,11,November,2022
1504,1505,AMER-2021-153388,2021-08-01,Ella Hart,United States,New York City,BNP Paribas,Finance,Enterprise,ChatBot Plugin,6.72,4,0.0,3.36,8,August,2021
1505,1506,AMER-2021-153388,2021-08-01,Ella Hart,United States,New York City,BNP Paribas,Finance,Enterprise,ContactMatcher,1004.976,6,0.2,-175.8708,8,August,2021
1506,1507,EMEA-2023-154935,2023-12-25,Sophie Murray,United Kingdom,London,Alphabet,Tech,SMB,ContactMatcher,17.88,3,0.2,5.5875,12,December,2023
1507,1508,EMEA-2022-134208,2022-09-18,Faith Campbell,Finland,Helsinki,Allstate,Finance,SMB,Big Ol Database,396.0,4,0.0,190.08,9,September,2022
1508,1509,AMER-2023-108294,2023-12-11,Victor Short,Costa Rica,San José,Prudential Financial,Finance,Enterprise,ContactMatcher,34.5,3,0.0,15.525,12,December,2023
1509,1510,AMER-2023-103611,2023-09-13,Liam Murray,United States,New York City,American Express,Finance,SMB,SaaS Connector Pack,8.36,2,0.0,3.0096,9,September,2023
1510,1511,AMER-2023-100384,2023-06-25,Audrey Alsop,United States,Phoenix,Trafigura Group,Finance,Strategic,ChatBot Plugin,385.6,8,0.0,111.824,6,June,2023
1511,1512,AMER-2023-100384,2023-06-25,Audrey Alsop,United States,Phoenix,Trafigura Group,Finance,Strategic,ChatBot Plugin,35.82,9,0.0,11.8206,6,June,2023
1512,1513,APJ-2023-112809,2023-08-19,Faith Jones,Japan,Aichi,Sony,Tech,SMB,Marketing Suite - Gold,200.064,3,0.2,12.504,8,August,2023
1513,1514,APJ-2023-112809,2023-08-19,Faith Jones,Japan,Aichi,Sony,Tech,SMB,ContactMatcher,21.38,5,0.8,-33.139,8,August,2023
1514,1515,APJ-2023-112809,2023-08-19,Faith Jones,Japan,Aichi,Sony,Tech,SMB,ContactMatcher,6.744,4,0.8,-11.4648,8,August,2023
1515,1516,EMEA-2023-160759,2023-12-12,Emma Greene,France,Paris,FedEx,Transportation,SMB,FinanceHub,63.686,1,0.3,-9.098,12,December,2023
1516,1517,EMEA-2023-148446,2023-12-11,Joan Dickens,Israel,Tel Aviv,Allstate,Finance,SMB,ContactMatcher,1669.6,4,0.0,116.872,12,December,2023
1517,1518,AMER-2020-111059,2020-02-04,Dan Allan,Canada,Toronto,Johnson & Johnson,Healthcare,SMB,ContactMatcher,83.84,2,0.2,27.248,2,February,2020
1518,1519,AMER-2020-111059,2020-02-04,Dan Allan,Canada,Toronto,Johnson & Johnson,Healthcare,SMB,ContactMatcher,13.272,3,0.2,4.3134,2,February,2020
1519,1520,AMER-2023-116204,2023-02-12,Evan Terry,United States,Los Angeles,Tyson Foods,Consumer Products,Strategic,ContactMatcher,21.336,7,0.2,7.7343,2,February,2023
1520,1521,APJ-2023-109946,2023-04-17,Jack Hughes,Australia,Sydney,Valero Energy,Energy,Enterprise,ChatBot Plugin,16.52,5,0.2,2.065,4,April,2023
1521,1522,AMER-2021-144806,2021-12-06,Una Avery,Chile,Santiago,Ford Motor,Manufacturing,SMB,SaaS Connector Pack,206.112,6,0.2,48.9516,12,December,2021
1522,1523,AMER-2021-144806,2021-12-06,Una Avery,Chile,Santiago,Ford Motor,Manufacturing,SMB,Support,19.92,5,0.2,6.723,12,December,2021
1523,1524,AMER-2021-144806,2021-12-06,Una Avery,Chile,Santiago,Ford Motor,Manufacturing,SMB,Support,198.272,8,0.2,61.96,12,December,2021
1524,1525,AMER-2021-144806,2021-12-06,Una Avery,Chile,Santiago,Ford Motor,Manufacturing,SMB,Marketing Suite - Gold,247.104,6,0.2,-58.6872,12,December,2021
1525,1526,AMER-2021-144806,2021-12-06,Una Avery,Chile,Santiago,Ford Motor,Manufacturing,SMB,ChatBot Plugin,86.304,6,0.2,9.7092,12,December,2021
1526,1527,EMEA-2022-122392,2022-07-23,Blake Fraser,France,Nice,UnitedHealth Group,Healthcare,SMB,ChatBot Plugin,4.16,2,0.2,0.364,7,July,2022
1527,1528,EMEA-2022-122392,2022-07-23,Blake Fraser,France,Nice,UnitedHealth Group,Healthcare,SMB,SaaS Connector Pack,11.648,2,0.2,3.3488,7,July,2022
1528,1529,APJ-2021-148432,2021-11-07,Jonathan Marshall,Philippines,Manila,Royal Dutch Shell,Energy,Strategic,Storage,26.18,7,0.0,0.5236,11,November,2021
1529,1530,APJ-2021-148432,2021-11-07,Jonathan Marshall,Philippines,Manila,Royal Dutch Shell,Energy,Strategic,Support,7.3,2,0.0,3.431,11,November,2021
1530,1531,EMEA-2021-103793,2021-03-26,Sam Rampling,Germany,Hamburg,Aviva,Finance,Strategic,Support,74.352,3,0.2,23.235,3,March,2021
1531,1532,AMER-2023-159884,2023-09-01,Caroline Burgess,Chile,Puente Alto,J.P. Morgan Chase & Co.,Finance,SMB,Marketing Suite - Gold,10.744,1,0.2,0.8058,9,September,2023
1532,1533,AMER-2023-159884,2023-09-01,Caroline Burgess,Chile,Puente Alto,J.P. Morgan Chase & Co.,Finance,SMB,Storage,8.376,3,0.2,2.7222,9,September,2023
1534,1535,AMER-2023-124086,2023-02-11,Alexandra Sharp,United States,Columbia,Caterpillar,Manufacturing,Enterprise,Marketing Suite,203.983,2,0.15,16.7986,2,February,2023
1535,1536,AMER-2022-112389,2022-10-30,Frank Ball,Argentina,Mendoza,Carrefour,Retail,Strategic,Marketing Suite - Gold,40.74,3,0.0,0.4074,10,October,2022
1536,1537,AMER-2022-112389,2022-10-30,Frank Ball,Argentina,Mendoza,Carrefour,Retail,Strategic,OneView,11.67,3,0.0,3.0342,10,October,2022
1537,1538,APJ-2023-121888,2023-09-16,Emma Thomson,South Korea,Seoul,Oracle,Tech,SMB,Site Analytics,39.99,1,0.0,11.5971,9,September,2023
1538,1539,APJ-2023-121888,2023-09-16,Emma Thomson,South Korea,Seoul,Oracle,Tech,SMB,ChatBot Plugin,16.28,2,0.0,6.512,9,September,2023
1539,1540,APJ-2023-121888,2023-09-16,Emma Thomson,South Korea,Seoul,Oracle,Tech,SMB,Marketing Suite,782.94,3,0.0,203.5644,9,September,2023
1540,1541,APJ-2023-121888,2023-09-16,Emma Thomson,South Korea,Seoul,Oracle,Tech,SMB,ContactMatcher,242.48,7,0.0,116.3904,9,September,2023
1541,1542,AMER-2020-166884,2020-03-11,Evan Ince,Mexico,Mexico City,Banco Santander,Finance,SMB,SaaS Connector Pack,8.32,5,0.2,2.288,3,March,2020
1542,1543,AMER-2020-166884,2020-03-11,Evan Ince,Mexico,Mexico City,Banco Santander,Finance,SMB,Storage,10.464,6,0.2,1.7004,3,March,2020
1543,1544,AMER-2020-107181,2020-02-05,Audrey Young,United States,Seattle,Kroger,Retail,Enterprise,ContactMatcher,82.896,3,0.2,29.0136,2,February,2020
1544,1545,AMER-2020-107181,2020-02-05,Audrey Young,United States,Seattle,Kroger,Retail,Enterprise,Support,34.24,4,0.0,16.0928,2,February,2020
1545,1546,EMEA-2020-150245,2020-12-31,Melanie Chapman,United Kingdom,Bristol,Wells Fargo,Finance,Strategic,Marketing Suite,1573.488,7,0.2,196.686,12,December,2020
1546,1547,APJ-2021-111395,2021-11-23,Gordon Chapman,Japan,Osaka,Itochu,Finance,Strategic,Support,335.52,4,0.2,117.432,11,November,2021
1547,1548,APJ-2021-111395,2021-11-23,Gordon Chapman,Japan,Osaka,Itochu,Finance,Strategic,ContactMatcher,23.912,2,0.8,-40.6504,11,November,2021
1548,1549,APJ-2021-111395,2021-11-23,Gordon Chapman,Japan,Osaka,Itochu,Finance,Strategic,Marketing Suite - Gold,27.056,2,0.2,2.3674,11,November,2021
1549,1550,EMEA-2020-134278,2020-07-06,Sean Scott,United Kingdom,London,Prudential Financial,Finance,SMB,Alchemy,559.992,1,0.2,174.9975,7,July,2020
1550,1551,APJ-2023-124926,2023-11-14,Andrea Hughes,Japan,Tokyo,Royal Dutch Shell,Energy,Enterprise,OneView,9.324,6,0.8,-24.7086,11,November,2023
1551,1552,AMER-2022-159345,2022-06-18,Anna Clarkson,United States,Seattle,Allianz,Finance,SMB,Support,111.96,2,0.0,54.8604,6,June,2022
1552,1553,EMEA-2020-130274,2020-05-03,Dylan Mills,Italy,Venice,Exxon Mobil,Energy,Enterprise,FinanceHub,21.56,7,0.0,10.3488,5,May,2020
1553,1554,EMEA-2023-158386,2023-10-17,Olivia Taylor,Ireland,Dublin,Huawei,Tech,SMB,ContactMatcher,124.75,5,0.0,57.385,10,October,2023
1554,1555,AMER-2021-111507,2021-02-06,Evan Terry,Canada,Quebec,Tyson Foods,Consumer Products,Strategic,ChatBot Plugin,5.28,3,0.0,1.5312,2,February,2021
1555,1556,EMEA-2023-120761,2023-09-05,Kylie Poole,United Kingdom,Leeds,Lukoil,Energy,SMB,Data Smasher,91.96,4,0.0,39.5428,9,September,2023
1556,1557,EMEA-2022-109176,2022-05-10,Felicity Terry,France,Paris,Alphabet,Tech,SMB,SaaS Connector Pack - Gold,9.344,1,0.2,3.504,5,May,2022
1557,1558,EMEA-2022-109176,2022-05-10,Felicity Terry,France,Paris,Alphabet,Tech,SMB,ChatBot Plugin,79.36,5,0.2,9.92,5,May,2022
1558,1559,AMER-2021-112116,2021-03-16,Stewart Hart,Canada,Toronto,Nestle,Consumer Products,SMB,ContactMatcher,171.96,2,0.0,44.7096,3,March,2021
1559,1560,AMER-2022-126809,2022-04-10,Peter Knox,Canada,Toronto,Sprint Nextel,Communications,Strategic,ContactMatcher,35.352,9,0.2,12.8151,4,April,2022
1560,1561,AMER-2020-105172,2020-04-04,Jan Baker,United States,Los Angeles,AT&T,Communications,Enterprise,FinanceHub,18.9,6,0.0,9.072,4,April,2020
1561,1562,AMER-2023-107293,2023-09-06,Bernadette Nolan,Canada,Toronto,Royal Dutch Shell,Energy,Enterprise,ChatBot Plugin,2.78,1,0.0,0.7228,9,September,2023
1562,1563,EMEA-2023-102890,2023-07-01,Kimberly Langdon,United Kingdom,London,Home Depot,Retail,SMB,ContactMatcher,1044.63,5,0.4,-295.9785,7,July,2023
1563,1564,EMEA-2021-158554,2021-11-09,Emily Campbell,France,Paris,Allianz,Finance,SMB,Support,11.352,3,0.2,4.1151,11,November,2021
1564,1565,AMER-2020-116239,2020-03-04,Alexandra Dyer,Colombia,Bogotá,Walmart,Retail,SMB,Marketing Suite - Gold,354.9,5,0.0,17.745,3,March,2020
1565,1566,AMER-2021-132101,2021-03-19,Stewart May,Canada,Toronto,Siemens,Manufacturing,Enterprise,Site Analytics,453.576,3,0.2,39.6879,3,March,2021
1566,1567,APJ-2021-129112,2021-11-29,Hannah Hughes,Japan,Fukuoka,Amazon,Tech,SMB,Data Smasher,21.48,3,0.2,-0.2685,11,November,2021
1567,1568,APJ-2021-129112,2021-11-29,Hannah Hughes,Japan,Fukuoka,Amazon,Tech,SMB,ContactMatcher,8.784,4,0.8,-13.6152,11,November,2021
1568,1569,AMER-2023-152002,2023-06-12,Charles Lee,United States,New York City,UnitedHealth Group,Healthcare,SMB,Support,122.97,3,0.0,60.2553,6,June,2023
1569,1570,EMEA-2023-165029,2023-11-27,Diana Taylor,Finland,Helsinki,Kroger,Retail,Strategic,ChatBot Plugin,12.84,3,0.0,3.7236,11,November,2023
1570,1571,AMER-2020-157385,2020-11-23,Deirdre McDonald,United States,New York City,Anthem,Healthcare,SMB,FinanceHub,603.92,5,0.2,-67.941,11,November,2020
1571,1572,AMER-2020-157385,2020-11-23,Deirdre McDonald,United States,New York City,Anthem,Healthcare,SMB,SaaS Connector Pack - Gold,21.84,3,0.0,10.4832,11,November,2020
1572,1573,AMER-2020-157385,2020-11-23,Deirdre McDonald,United States,New York City,Anthem,Healthcare,SMB,Data Smasher,29.99,1,0.0,6.2979,11,November,2020
1573,1574,AMER-2020-157385,2020-11-23,Deirdre McDonald,United States,New York City,Anthem,Healthcare,SMB,FinanceHub,381.44,2,0.2,23.84,11,November,2020
1574,1575,APJ-2020-101602,2020-12-15,Connor Roberts,Japan,Shizuoka,PepsiCo,Consumer Products,SMB,Site Analytics,40.68,3,0.2,-9.153,12,December,2020
1575,1576,APJ-2020-101602,2020-12-15,Connor Roberts,Japan,Shizuoka,PepsiCo,Consumer Products,SMB,FinanceHub,763.28,5,0.3,-21.808,12,December,2020
1576,1577,APJ-2022-109057,2022-04-23,Dan Rutherford,Australia,Melbourne,Phillips 66,Energy,Enterprise,Marketing Suite - Gold,23.952,2,0.2,2.3952,4,April,2022
1577,1578,EMEA-2022-154403,2022-05-24,Lisa Peake,Portugal,Lisboa,CVS Health,Retail,Enterprise,Support,4.98,1,0.0,2.4402,5,May,2022
1578,1579,EMEA-2022-102456,2022-02-27,Deirdre James,United Kingdom,London,Prudential Financial,Finance,SMB,OneView,170.88,3,0.0,49.5552,2,February,2022
1579,1580,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Site Analytics,307.98,2,0.0,89.3142,8,August,2021
1580,1581,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,ContactMatcher,382.806,9,0.4,-153.1224,8,August,2021
1581,1582,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Marketing Suite - Gold,41.96,2,0.0,2.9372,8,August,2021
1582,1583,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,ContactMatcher,1217.568,2,0.2,456.588,8,August,2021
1583,1584,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,SaaS Connector Pack,47.04,3,0.0,18.3456,8,August,2021
1584,1585,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,SaaS Connector Pack,6.16,2,0.0,2.9568,8,August,2021
1585,1586,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Site Analytics,979.95,5,0.0,274.386,8,August,2021
1586,1587,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Support,143.7,3,0.0,68.976,8,August,2021
1587,1588,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Storage,10.65,3,0.0,5.0055,8,August,2021
1588,1589,EMEA-2021-131338,2021-08-09,Pippa Blake,United Kingdom,London,Caterpillar,Manufacturing,SMB,Data Smasher,247.8,4,0.0,34.692,8,August,2021
1589,1590,EMEA-2022-109911,2022-05-13,Justin Turner,Spain,Seville,Panasonic,Tech,Strategic,ChatBot Plugin,10.96,4,0.0,2.9592,5,May,2022
1590,1591,APJ-2022-132423,2022-04-16,Pippa Edmunds,Japan,Fukuoka,BNP Paribas,Finance,Strategic,ChatBot Plugin,33.488,7,0.2,5.8604,4,April,2022
1591,1592,APJ-2022-132423,2022-04-16,Pippa Edmunds,Japan,Fukuoka,BNP Paribas,Finance,Strategic,Storage,8.04,5,0.2,2.9145,4,April,2022
1592,1593,AMER-2021-122826,2021-06-23,Rose James,Canada,Calgary,Engie,Energy,SMB,Site Analytics,201.568,4,0.2,22.6764,6,June,2021
1593,1594,AMER-2020-117317,2020-10-19,Caroline Burgess,United States,New York City,J.P. Morgan Chase & Co.,Finance,SMB,Support,13.44,3,0.0,6.5856,10,October,2020
1594,1595,APJ-2021-118423,2021-03-24,Rose Dyer,Australia,Adelaide,Apple,Tech,Enterprise,Marketing Suite,359.058,3,0.3,-35.9058,3,March,2021
1595,1596,AMER-2023-149181,2023-05-09,Carol Forsyth,Mexico,Mexico City,Nestle,Consumer Products,SMB,FinanceHub,47.992,2,0.3,-2.0568,5,May,2023
1596,1597,EMEA-2023-132234,2023-10-17,Sam Alsop,United Kingdom,London,Petrobras,Energy,Strategic,SaaS Connector Pack,547.3,13,0.0,175.136,10,October,2023
1597,1598,APJ-2023-158876,2023-11-20,Kylie Poole,Japan,Kyoto,Lukoil,Energy,SMB,Support,16.896,4,0.2,5.28,11,November,2023
1598,1599,APJ-2023-158876,2023-11-20,Kylie Poole,Japan,Kyoto,Lukoil,Energy,SMB,Support,6.672,1,0.2,0.5004,11,November,2023
1599,1600,APJ-2023-158876,2023-11-20,Kylie Poole,Japan,Kyoto,Lukoil,Energy,SMB,ChatBot Plugin,99.136,4,0.2,8.6744,11,November,2023
1600,1601,APJ-2023-158876,2023-11-20,Kylie Poole,Japan,Kyoto,Lukoil,Energy,SMB,SaaS Connector Pack,15.992,2,0.6,-13.993,11,November,2023
1601,1602,APJ-2022-164672,2022-05-09,Robert McGrath,Philippines,Davao City,Walgreens,Retail,Strategic,SaaS Connector Pack,211.96,2,0.0,42.392,5,May,2022
1602,1603,EMEA-2022-132857,2022-12-12,Justin Anderson,South Africa,Cape Town,CVS Health,Retail,SMB,ChatBot Plugin,6.672,3,0.2,1.668,12,December,2022
1603,1604,APJ-2023-116645,2023-12-01,Alan Hudson,Philippines,Manila,Honda Motor,Manufacturing,SMB,ChatBot Plugin,155.94,6,0.0,45.2226,12,December,2023
1604,1605,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,Site Analytics,39.96,5,0.2,12.987,4,April,2022
1605,1606,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,ChatBot Plugin,5.46,3,0.0,1.5288,4,April,2022
1606,1607,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,ChatBot Plugin,73.2,5,0.0,21.228,4,April,2022
1607,1608,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,ContactMatcher,5.84,1,0.2,1.971,4,April,2022
1608,1609,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,Support,22.72,4,0.0,10.224,4,April,2022
1609,1610,AMER-2022-115819,2022-04-20,Nicola Pullman,United States,New York City,ConocoPhillips,Energy,SMB,ContactMatcher,9.336,3,0.2,3.2676,4,April,2022
1610,1611,AMER-2020-156349,2020-05-26,Michael Forsyth,United States,New York City,Siemens,Manufacturing,Strategic,Marketing Suite,290.666,2,0.15,27.3568,5,May,2020
1611,1612,AMER-2020-156349,2020-05-26,Michael Forsyth,United States,New York City,Siemens,Manufacturing,Strategic,Site Analytics,201.584,2,0.2,20.1584,5,May,2020
1612,1613,AMER-2020-156349,2020-05-26,Michael Forsyth,United States,New York City,Siemens,Manufacturing,Strategic,Site Analytics,83.984,2,0.2,31.494,5,May,2020
1613,1614,AMER-2023-138380,2023-12-22,Rose Hill,United States,San Diego,Bank of America Corp.,Finance,Strategic,Marketing Suite - Gold,1000.02,7,0.0,290.0058,12,December,2023
1614,1615,EMEA-2022-113509,2022-03-16,Jack Hughes,France,Paris,Valero Energy,Energy,Enterprise,Data Smasher,83.976,3,0.2,-13.6461,3,March,2022
1615,1616,EMEA-2021-130022,2021-08-10,Warren McGrath,Luxembourg,Luxembourg,Huawei,Tech,Enterprise,FinanceHub,3.75,1,0.0,1.8,8,August,2021
1616,1617,EMEA-2021-130022,2021-08-10,Warren McGrath,Luxembourg,Luxembourg,Huawei,Tech,Enterprise,FinanceHub,41.4,4,0.0,19.872,8,August,2021
1617,1618,EMEA-2021-130022,2021-08-10,Warren McGrath,Luxembourg,Luxembourg,Huawei,Tech,Enterprise,ChatBot Plugin,29.79,3,0.0,12.5118,8,August,2021
1618,1619,EMEA-2022-118780,2022-09-11,Max Marshall,United Kingdom,London,Boeing,Manufacturing,Enterprise,Marketing Suite - Gold,59.48,2,0.0,8.922,9,September,2022
1619,1620,EMEA-2022-118780,2022-09-11,Max Marshall,United Kingdom,London,Boeing,Manufacturing,Enterprise,Support,6.69,1,0.0,3.0774,9,September,2022
1620,1621,AMER-2023-108560,2023-07-09,Ruth Tucker,Canada,Vancouver,Tesco,Retail,SMB,SaaS Connector Pack,198.46,2,0.0,99.23,7,July,2023
1621,1622,AMER-2023-108560,2023-07-09,Ruth Tucker,Canada,Vancouver,Tesco,Retail,SMB,FinanceHub,786.48,8,0.0,385.3752,7,July,2023
1622,1623,AMER-2023-108560,2023-07-09,Ruth Tucker,Canada,Vancouver,Tesco,Retail,SMB,ContactMatcher,23.168,2,0.2,7.8192,7,July,2023
1623,1624,AMER-2023-108560,2023-07-09,Ruth Tucker,Canada,Vancouver,Tesco,Retail,SMB,Data Smasher,50.0,2,0.0,10.5,7,July,2023
1624,1625,AMER-2021-157084,2021-12-19,Alison Howard,United States,New York City,Kroger,Retail,SMB,Site Analytics,675.96,5,0.2,84.495,12,December,2021
1625,1626,AMER-2021-157084,2021-12-19,Alison Howard,United States,New York City,Kroger,Retail,SMB,Data Smasher,1265.85,3,0.0,556.974,12,December,2021
1626,1627,EMEA-2021-164539,2021-11-16,Liam Abraham,United Kingdom,London,Kroger,Retail,Enterprise,OneView,523.25,5,0.0,141.2775,11,November,2021
1627,1628,EMEA-2021-143119,2021-09-24,Theresa Henderson,Czech Republic,Brno,Safeway,Retail,SMB,FinanceHub,517.5,6,0.0,155.25,9,September,2021
1628,1629,AMER-2023-101049,2023-06-22,Diane Buckland,Mexico,Tijuana,Ford Motor,Manufacturing,SMB,SaaS Connector Pack,17.92,5,0.2,2.464,6,June,2023
1629,1630,AMER-2023-101049,2023-06-22,Diane Buckland,Mexico,Tijuana,Ford Motor,Manufacturing,SMB,ContactMatcher,41.256,6,0.7,-34.38,6,June,2023
